id;sexe;usage_vehicule;type_vehicule;‰ge_vehicule;points_perdus_logical;type_conduite;formule;date_demande;etat_dossier;‰ge_client;tarif_intervalle;revenus_intervalle;enfants_logical;enfant_conduite_accompagne_logical;est_rouge
1004;M;Private;Minivan;14.0;YES;Highly Urban/ Urban;dev_integral;31/05/2022 09:26;complet;40;"[325Û;400Û]";"[40k;60k]";NO;FAUX;NO
1005;F;Private;SUV;inconnu;NO;Highly Urban/ Urban;dev_integral;25/02/2022 10:22;complet;42;"[250Û;325Û]";[<20k];NO;FAUX;NO
1006;F;Private;Minivan;4.0;NO;Highly Urban/ Urban;dev_express;12/03/2022 18:17;complet;21;"[250Û;325Û]";[<20k];NO;FAUX;YES
1007;M;Private;SUV;1.0;NO;Highly Rural/ Rural;dev_express;25/05/2022 17:39;complet;51;"[250Û;325Û]";[<20k];NO;FAUX;NO
1008;F;Private;SUV;1.0;YES;Highly Urban/ Urban;dev_express;11/02/2022 11:55;complet;49;"[250Û;325Û]";[<20k];YES;FAUX;NO
1009;M;Commercial;Panel Truck;12.0;NO;Highly Urban/ Urban;dev_express;09/02/2022 03:38;complet;59;"[250Û;325Û]";"[40k;60k]";YES;VRAI;NO
1010;F;Private;SUV;12.0;NO;Highly Urban/ Urban;dev_integral;23/04/2022 08:07;complet;58;"[250Û;325Û]";"[20k;40k]";YES;FAUX;NO
1011;F;Private;SUV;10.0;YES;Highly Urban/ Urban;dev_integral;06/03/2022 05:04;complet;58;"[325Û;400Û]";"[60k;80k]";NO;FAUX;NO
1012;M;Private;SUV;1.0;YES;Highly Urban/ Urban;dev_express;18/03/2022 00:31;complet;29;"[250Û;325Û]";"[40k;60k]";YES;FAUX;NO
1013;F;Private;Pickup;1.0;YES;Highly Urban/ Urban;dev_express;29/03/2022 15:07;complet;71;"[250Û;325Û]";"[20k;40k]";YES;FAUX;NO
1014;M;Commercial;Pickup;1.0;NO;Highly Rural/ Rural;dev_express;30/03/2022 05:03;complet;16;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
1015;M;Private;Minivan;1.0;NO;Highly Urban/ Urban;dev_express;18/05/2022 15:04;complet;68;"[250Û;325Û]";[>100k];YES;FAUX;YES
1016;M;Private;Minivan;9.0;YES;Highly Urban/ Urban;dev_integral;01/05/2022 13:54;complet;59;"[250Û;325Û]";"[60k;80k]";YES;VRAI;YES
1017;M;Private;Minivan;18.0;NO;Highly Rural/ Rural;dev_express;04/03/2022 08:26;complet;85;"[250Û;325Û]";[>100k];NO;FAUX;YES
1018;M;Private;Minivan;14.0;NO;Highly Urban/ Urban;dev_premium;12/03/2022 22:34;complet;44;"[500Û;575Û]";[>100k];YES;VRAI;YES
1019;M;Commercial;Minivan;10.0;YES;Highly Urban/ Urban;dev_express;14/03/2022 18:09;complet;57;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
1020;F;Private;Minivan;18.0;YES;Highly Urban/ Urban;dev_premium;29/01/2022 04:45;complet;23;"[325Û;400Û]";"[40k;60k]";NO;FAUX;YES
1021;F;Private;Sports Car;7.0;YES;Highly Rural/ Rural;dev_premium;09/05/2022 20:08;complet;73;"[500Û;575Û]";[<20k];NO;FAUX;NO
1022;F;Private;Sports Car;18.0;NO;Highly Urban/ Urban;dev_premium;15/01/2022 15:51;complet;48;"[400Û;500Û]";[>100k];NO;FAUX;NO
1023;M;Private;Minivan;1.0;YES;Highly Rural/ Rural;dev_express;11/05/2022 19:20;complet;15;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
1024;M;Private;SUV;inconnu;NO;Highly Urban/ Urban;dev_integral;22/05/2022 23:11;complet;58;"[250Û;325Û]";"[80k;100k]";YES;FAUX;NO
1025;M;Private;Sports Car;15.0;NO;Highly Urban/ Urban;dev_premium;16/03/2022 05:57;complet;58;"[500Û;575Û]";"[40k;60k]";YES;FAUX;NO
1026;F;Private;SUV;15.0;YES;Highly Urban/ Urban;dev_express;10/02/2022 06:27;complet;81;"[250Û;325Û]";[>100k];NO;FAUX;NO
1027;F;Private;SUV;6.0;YES;Highly Urban/ Urban;dev_express;30/05/2022 19:20;complet;42;"[250Û;325Û]";[<20k];YES;FAUX;NO
1028;M;Commercial;SUV;11.0;YES;Highly Urban/ Urban;dev_integral;10/01/2022 18:50;complet;4;"[250Û;325Û]";[<20k];NO;FAUX;NO
1029;M;Private;SUV;6.0;YES;Highly Urban/ Urban;dev_integral;21/05/2022 14:48;complet;28;"[250Û;325Û]";"[20k;40k]";YES;VRAI;NO
1030;M;Private;Van;1.0;YES;Highly Urban/ Urban;dev_express;09/04/2022 07:59;complet;35;"[250Û;325Û]";[>100k];NO;FAUX;YES
1031;F;Commercial;Pickup;11.0;YES;Highly Urban/ Urban;dev_vip;13/02/2022 15:50;complet;62;"[800Û;1000Û]";"[40k;60k]";YES;FAUX;YES
1032;M;Private;SUV;6.0;YES;Highly Rural/ Rural;dev_integral;25/02/2022 01:50;complet;46;"[250Û;325Û]";[<20k];NO;FAUX;NO
1033;F;Private;Minivan;12.0;YES;Highly Urban/ Urban;dev_integral;02/01/2022 16:50;complet;72;"[250Û;325Û]";"[60k;80k]";YES;VRAI;NO
1034;M;Private;Sports Car;inconnu;NO;Highly Urban/ Urban;dev_express;02/04/2022 01:41;complet;57;"[250Û;325Û]";"[60k;80k]";YES;FAUX;NO
1035;M;Private;Pickup;1.0;YES;Highly Rural/ Rural;dev_premium;03/05/2022 20:04;complet;51;"[400Û;500Û]";[<20k];YES;FAUX;NO
1036;M;Private;Van;14.0;YES;Highly Urban/ Urban;dev_express;25/04/2022 17:47;complet;56;"[250Û;325Û]";[<20k];NO;FAUX;NO
1037;F;Private;Pickup;16.0;YES;Highly Rural/ Rural;dev_integral;08/03/2022 01:20;complet;42;"[250Û;325Û]";[<20k];NO;FAUX;YES
1038;F;Commercial;Minivan;inconnu;YES;Highly Urban/ Urban;dev_integral;31/05/2022 07:38;complet;29;"[325Û;400Û]";"[20k;40k]";YES;FAUX;YES
1039;M;Commercial;Pickup;8.0;NO;Highly Rural/ Rural;dev_integral;21/01/2022 17:55;complet;44;"[250Û;325Û]";[<20k];YES;FAUX;YES
1040;M;Private;SUV;1.0;YES;Highly Urban/ Urban;dev_integral;27/04/2022 00:55;complet;74;"[250Û;325Û]";[<20k];NO;FAUX;NO
1041;F;Private;Minivan;1.0;NO;Highly Urban/ Urban;dev_integral;25/04/2022 21:28;complet;32;"[250Û;325Û]";"[20k;40k]";YES;FAUX;NO
1042;M;Private;SUV;15.0;NO;Highly Urban/ Urban;dev_integral;05/03/2022 04:31;complet;84;"[250Û;325Û]";[>100k];YES;FAUX;NO
1043;F;Private;SUV;1.0;NO;Highly Urban/ Urban;dev_integral;21/01/2022 20:31;complet;3;"[250Û;325Û]";[<20k];NO;FAUX;NO
1044;M;Commercial;Panel Truck;15.0;YES;Highly Urban/ Urban;dev_integral;25/04/2022 02:27;complet;29;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
1045;M;Private;Minivan;14.0;YES;Highly Urban/ Urban;dev_integral;29/03/2022 10:10;complet;80;"[250Û;325Û]";[<20k];NO;FAUX;NO
1046;M;Commercial;Sports Car;10.0;YES;Highly Urban/ Urban;dev_integral;13/02/2022 12:49;complet;45;"[250Û;325Û]";[<20k];NO;FAUX;NO
1047;M;Private;Sports Car;1.0;NO;Highly Rural/ Rural;dev_express;11/02/2022 19:49;complet;36;"[250Û;325Û]";[<20k];NO;FAUX;NO
1048;F;Commercial;Panel Truck;9.0;NO;Highly Rural/ Rural;dev_integral;28/05/2022 14:51;complet;38;"[250Û;325Û]";[<20k];NO;FAUX;YES
1049;M;Private;Minivan;8.0;YES;Highly Urban/ Urban;dev_integral;03/04/2022 10:24;complet;56;"[325Û;400Û]";"[40k;60k]";NO;FAUX;NO
1050;F;Private;SUV;9.0;YES;Highly Rural/ Rural;dev_integral;20/05/2022 00:54;complet;34;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
1051;M;Private;Minivan;6.0;NO;Highly Urban/ Urban;dev_express;22/04/2022 07:51;complet;71;"[250Û;325Û]";"[80k;100k]";NO;FAUX;YES
1052;M;Commercial;SUV;8.0;NO;Highly Urban/ Urban;dev_integral;29/01/2022 23:53;complet;89;"[325Û;400Û]";"[40k;60k]";NO;FAUX;NO
1053;M;Private;Minivan;1.0;YES;Highly Urban/ Urban;dev_integral;21/05/2022 16:52;complet;22;"[250Û;325Û]";[<20k];YES;FAUX;YES
1054;M;Commercial;Minivan;8.0;NO;Highly Urban/ Urban;dev_integral;04/05/2022 21:53;complet;25;"[250Û;325Û]";[<20k];NO;FAUX;NO
1055;F;Private;Minivan;12.0;YES;Highly Urban/ Urban;dev_premium;25/01/2022 02:36;complet;69;"[400Û;500Û]";"[20k;40k]";NO;FAUX;YES
1056;M;Commercial;Panel Truck;1.0;NO;Highly Urban/ Urban;dev_integral;27/01/2022 10:59;complet;74;"[325Û;400Û]";"[60k;80k]";NO;FAUX;NO
1057;M;Private;Pickup;17.0;YES;Highly Urban/ Urban;dev_integral;11/03/2022 17:06;complet;91;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
1058;F;Commercial;Minivan;1.0;NO;Highly Rural/ Rural;dev_integral;25/05/2022 04:29;complet;66;"[250Û;325Û]";"[60k;80k]";YES;FAUX;NO
1059;F;Commercial;Minivan;5.0;YES;Highly Urban/ Urban;dev_premium;20/01/2022 13:19;complet;78;"[500Û;575Û]";"[60k;80k]";YES;FAUX;NO
1060;F;Commercial;Pickup;1.0;NO;Highly Urban/ Urban;dev_integral;22/04/2022 03:55;complet;15;"[325Û;400Û]";"[40k;60k]";NO;FAUX;YES
1061;F;Commercial;Panel Truck;15.0;YES;Highly Urban/ Urban;dev_integral;10/02/2022 11:43;complet;71;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
1062;M;Commercial;Panel Truck;15.0;YES;Highly Urban/ Urban;dev_express;24/02/2022 22:38;complet;53;"[250Û;325Û]";[>100k];NO;FAUX;NO
1063;F;Private;Sports Car;12.0;YES;Highly Urban/ Urban;dev_express;17/03/2022 13:01;complet;71;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
1064;F;Private;SUV;inconnu;YES;Highly Urban/ Urban;dev_express;04/03/2022 23:01;complet;22;"[250Û;325Û]";[>100k];NO;VRAI;NO
1065;M;Private;SUV;1.0;NO;Highly Rural/ Rural;dev_express;20/04/2022 21:31;complet;40;"[250Û;325Û]";[<20k];NO;FAUX;NO
1066;F;Private;Van;12.0;YES;Highly Urban/ Urban;dev_express;30/01/2022 10:23;complet;62;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
1067;M;Private;Minivan;17.0;YES;Highly Urban/ Urban;dev_integral;11/02/2022 03:05;complet;56;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
1068;F;Private;Sports Car;1.0;NO;Highly Urban/ Urban;dev_integral;05/03/2022 22:31;complet;70;"[250Û;325Û]";"[40k;60k]";YES;FAUX;NO
1069;F;Commercial;Van;1.0;YES;Highly Urban/ Urban;dev_express;16/02/2022 21:11;complet;78;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
1070;F;Private;Van;12.0;NO;Highly Urban/ Urban;dev_integral;25/01/2022 22:15;complet;9;"[325Û;400Û]";[>100k];NO;FAUX;YES
1071;F;Commercial;Pickup;1.0;NO;Highly Rural/ Rural;dev_express;06/03/2022 06:46;complet;49;"[250Û;325Û]";[>100k];YES;VRAI;YES
1072;F;Commercial;Van;1.0;NO;Highly Urban/ Urban;dev_express;15/04/2022 19:54;complet;46;"[250Û;325Û]";"[40k;60k]";YES;VRAI;NO
1073;M;Commercial;Van;11.0;NO;Highly Rural/ Rural;dev_integral;24/03/2022 05:03;complet;49;"[250Û;325Û]";[>100k];YES;VRAI;YES
1074;F;Commercial;Panel Truck;19.0;YES;Highly Urban/ Urban;dev_integral;06/02/2022 04:58;complet;37;"[250Û;325Û]";[>100k];NO;FAUX;YES
1075;F;Commercial;Pickup;12.0;YES;Highly Urban/ Urban;dev_integral;27/03/2022 09:03;complet;67;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
1076;F;Private;Van;inconnu;NO;Highly Urban/ Urban;dev_express;28/02/2022 04:43;complet;72;"[250Û;325Û]";"[20k;40k]";YES;VRAI;NO
1077;F;Private;Pickup;7.0;NO;Highly Urban/ Urban;dev_express;17/02/2022 12:07;complet;48;"[250Û;325Û]";"[20k;40k]";YES;VRAI;YES
1078;F;Private;SUV;8.0;YES;Highly Urban/ Urban;dev_integral;21/03/2022 04:50;complet;57;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
1079;F;Commercial;Panel Truck;1.0;NO;Highly Urban/ Urban;dev_express;29/04/2022 13:22;complet;53;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
1080;M;Private;Minivan;10.0;YES;Highly Urban/ Urban;dev_express;21/04/2022 12:08;complet;21;"[250Û;325Û]";"[60k;80k]";NO;FAUX;YES
1081;F;Commercial;Panel Truck;1.0;YES;Highly Urban/ Urban;dev_integral;19/01/2022 11:20;complet;26;"[250Û;325Û]";[>100k];NO;FAUX;YES
1082;M;Private;Minivan;15.0;NO;Highly Urban/ Urban;dev_integral;09/03/2022 20:30;complet;74;"[325Û;400Û]";[>100k];YES;FAUX;NO
1083;M;Private;Sports Car;17.0;YES;Highly Urban/ Urban;dev_express;01/03/2022 14:18;complet;37;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
1084;M;Private;SUV;18.0;NO;Highly Urban/ Urban;dev_express;25/02/2022 19:38;complet;18;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
1085;F;Commercial;Minivan;1.0;NO;Highly Urban/ Urban;dev_integral;06/04/2022 01:42;complet;18;"[250Û;325Û]";"[80k;100k]";YES;FAUX;YES
1086;F;Private;Sports Car;4.0;YES;Highly Urban/ Urban;dev_express;04/04/2022 10:25;complet;70;"[250Û;325Û]";[<20k];YES;VRAI;NO
1087;F;Private;Minivan;1.0;YES;Highly Urban/ Urban;dev_express;04/02/2022 21:07;complet;37;"[250Û;325Û]";"[40k;60k]";YES;VRAI;NO
1088;M;Commercial;Van;8.0;YES;Highly Urban/ Urban;dev_express;06/01/2022 03:31;complet;81;"[250Û;325Û]";[<20k];NO;FAUX;YES
1089;F;Private;SUV;14.0;NO;Highly Urban/ Urban;dev_integral;15/03/2022 18:00;complet;21;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
1090;M;Commercial;Van;1.0;YES;Highly Urban/ Urban;dev_express;23/01/2022 03:10;complet;54;"[250Û;325Û]";"[80k;100k]";YES;FAUX;YES
1091;M;Private;Pickup;1.0;NO;Highly Urban/ Urban;dev_integral;18/02/2022 02:05;complet;66;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
1092;F;Private;Sports Car;6.0;YES;Highly Urban/ Urban;dev_integral;09/02/2022 05:52;complet;59;"[250Û;325Û]";"[20k;40k]";YES;FAUX;YES
1093;F;Commercial;Pickup;6.0;NO;Highly Rural/ Rural;dev_integral;07/04/2022 03:39;complet;46;"[325Û;400Û]";"[60k;80k]";YES;FAUX;NO
1094;F;Commercial;Panel Truck;16.0;NO;Highly Rural/ Rural;dev_integral;03/04/2022 15:51;complet;43;"[325Û;400Û]";"[80k;100k]";NO;FAUX;YES
1095;F;Commercial;Pickup;19.0;NO;Highly Urban/ Urban;dev_integral;01/03/2022 20:07;complet;7;"[250Û;325Û]";[<20k];YES;VRAI;NO
1096;F;Private;Minivan;13.0;YES;Highly Urban/ Urban;dev_premium;31/03/2022 06:34;complet;55;"[250Û;325Û]";"[80k;100k]";YES;VRAI;NO
1097;F;Private;Minivan;8.0;YES;Highly Urban/ Urban;dev_express;24/01/2022 07:06;complet;46;"[250Û;325Û]";[<20k];YES;FAUX;NO
1098;F;Commercial;Panel Truck;inconnu;YES;Highly Rural/ Rural;dev_integral;24/02/2022 16:14;complet;59;"[250Û;325Û]";[>100k];NO;FAUX;YES
1099;M;Commercial;Minivan;12.0;YES;Highly Urban/ Urban;dev_express;26/01/2022 07:50;complet;4;"[250Û;325Û]";[>100k];NO;FAUX;NO
1100;M;Commercial;SUV;9.0;YES;Highly Urban/ Urban;dev_express;07/02/2022 09:30;complet;77;"[250Û;325Û]";[<20k];YES;VRAI;NO
1101;M;Private;Van;13.0;NO;Highly Urban/ Urban;dev_vip;11/03/2022 02:37;complet;39;"[800Û;1000Û]";[>100k];YES;FAUX;NO
1102;F;Private;Minivan;9.0;YES;Highly Rural/ Rural;dev_integral;08/03/2022 10:38;complet;70;"[325Û;400Û]";"[20k;40k]";NO;FAUX;YES
1103;M;Private;Minivan;8.0;YES;Highly Urban/ Urban;dev_express;15/04/2022 09:55;complet;38;"[250Û;325Û]";[>100k];NO;FAUX;YES
1104;F;Commercial;SUV;9.0;NO;Highly Urban/ Urban;dev_integral;29/05/2022 18:16;complet;57;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
1105;M;Private;Minivan;1.0;NO;Highly Rural/ Rural;dev_express;16/04/2022 13:39;complet;15;"[250Û;325Û]";[>100k];NO;FAUX;NO
1106;M;Commercial;Panel Truck;16.0;YES;Highly Urban/ Urban;dev_express;22/01/2022 05:58;complet;7;"[250Û;325Û]";[>100k];YES;VRAI;NO
1107;M;Commercial;Panel Truck;12.0;NO;Highly Urban/ Urban;dev_premium;27/03/2022 20:38;complet;9;"[325Û;400Û]";"[60k;80k]";NO;FAUX;YES
1108;M;Private;SUV;10.0;NO;Highly Urban/ Urban;dev_integral;04/01/2022 05:01;complet;5;"[250Û;325Û]";"[40k;60k]";YES;FAUX;NO
1109;F;Commercial;Van;8.0;YES;Highly Urban/ Urban;dev_integral;13/02/2022 15:16;complet;63;"[325Û;400Û]";"[80k;100k]";NO;FAUX;NO
1110;M;Private;SUV;14.0;YES;Highly Urban/ Urban;dev_premium;19/03/2022 20:36;complet;37;"[325Û;400Û]";[>100k];YES;FAUX;NO
1111;M;Commercial;Pickup;1.0;YES;Highly Urban/ Urban;dev_integral;23/03/2022 12:55;complet;63;"[250Û;325Û]";[<20k];NO;FAUX;NO
1112;M;Private;Sports Car;21.0;NO;Highly Urban/ Urban;dev_express;24/02/2022 13:26;complet;33;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
1113;M;Private;Sports Car;1.0;YES;Highly Urban/ Urban;dev_integral;30/05/2022 19:44;complet;73;"[325Û;400Û]";[<20k];NO;FAUX;NO
1114;M;Private;Van;4.0;YES;Highly Urban/ Urban;dev_express;02/03/2022 11:38;complet;66;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
1115;F;Private;Minivan;16.0;NO;Highly Urban/ Urban;dev_integral;20/05/2022 22:56;complet;65;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
1116;F;Private;Pickup;10.0;NO;Highly Urban/ Urban;dev_integral;29/04/2022 03:01;complet;46;"[325Û;400Û]";"[40k;60k]";NO;FAUX;YES
1117;M;Private;Pickup;7.0;YES;Highly Urban/ Urban;dev_express;25/01/2022 05:05;complet;16;"[250Û;325Û]";"[20k;40k]";YES;FAUX;YES
1118;F;Commercial;Pickup;1.0;YES;Highly Urban/ Urban;dev_integral;03/03/2022 19:35;complet;40;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
1119;M;Private;Minivan;9.0;NO;Highly Urban/ Urban;dev_express;16/02/2022 23:56;complet;81;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
1120;F;Private;Minivan;12.0;YES;Highly Urban/ Urban;dev_integral;08/04/2022 12:32;complet;30;"[325Û;400Û]";"[80k;100k]";NO;FAUX;YES
1121;M;Private;Sports Car;9.0;NO;Highly Urban/ Urban;dev_integral;24/05/2022 09:52;complet;20;"[325Û;400Û]";"[80k;100k]";NO;FAUX;NO
1122;F;Commercial;Panel Truck;15.0;YES;Highly Urban/ Urban;dev_integral;02/03/2022 00:49;complet;58;"[250Û;325Û]";[>100k];NO;FAUX;YES
1123;F;Commercial;Panel Truck;12.0;YES;Highly Urban/ Urban;dev_premium;09/02/2022 22:53;complet;80;"[325Û;400Û]";[>100k];NO;FAUX;YES
1124;M;Commercial;Minivan;4.0;YES;Highly Urban/ Urban;dev_integral;24/01/2022 05:37;complet;19;"[325Û;400Û]";"[20k;40k]";YES;VRAI;NO
1125;F;Commercial;Pickup;11.0;NO;Highly Rural/ Rural;dev_express;20/03/2022 04:45;complet;4;"[250Û;325Û]";"[60k;80k]";YES;FAUX;NO
1126;M;Private;Pickup;12.0;YES;Highly Urban/ Urban;dev_integral;16/03/2022 09:04;complet;9;"[250Û;325Û]";"[60k;80k]";NO;FAUX;YES
1127;M;Commercial;Minivan;11.0;NO;Highly Rural/ Rural;dev_express;15/03/2022 13:46;complet;17;"[250Û;325Û]";[<20k];NO;FAUX;YES
1128;F;Private;SUV;8.0;NO;Highly Rural/ Rural;dev_integral;24/05/2022 16:03;complet;9;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
1129;M;Private;SUV;7.0;YES;Highly Urban/ Urban;dev_integral;26/03/2022 03:48;complet;10;"[325Û;400Û]";[>100k];NO;FAUX;NO
1130;F;Private;SUV;4.0;YES;Highly Urban/ Urban;dev_integral;28/05/2022 19:05;complet;8;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
1131;F;Private;SUV;12.0;YES;Highly Urban/ Urban;dev_integral;19/04/2022 21:51;complet;72;"[250Û;325Û]";[>100k];NO;FAUX;NO
1132;F;Private;Minivan;1.0;NO;Highly Urban/ Urban;dev_express;04/04/2022 05:24;complet;35;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
1133;F;Private;Minivan;8.0;YES;Highly Urban/ Urban;dev_express;25/01/2022 05:14;complet;44;"[250Û;325Û]";"[60k;80k]";YES;FAUX;YES
1134;F;Private;SUV;10.0;YES;Highly Rural/ Rural;dev_integral;25/02/2022 17:41;complet;88;"[325Û;400Û]";"[20k;40k]";NO;FAUX;NO
1135;M;Private;SUV;7.0;NO;Highly Urban/ Urban;dev_integral;07/03/2022 18:50;complet;30;"[250Û;325Û]";"[40k;60k]";YES;FAUX;NO
1136;F;Private;SUV;12.0;NO;Highly Urban/ Urban;dev_integral;11/05/2022 19:57;complet;89;"[250Û;325Û]";"[20k;40k]";YES;FAUX;NO
1137;F;Private;SUV;inconnu;YES;Highly Urban/ Urban;dev_express;25/05/2022 05:18;complet;64;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
1138;F;Private;Sports Car;2.0;YES;Highly Urban/ Urban;dev_integral;07/02/2022 06:33;complet;14;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
1139;F;Private;SUV;10.0;NO;Highly Urban/ Urban;dev_express;02/03/2022 22:19;complet;49;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
1140;M;Private;Pickup;1.0;YES;Highly Urban/ Urban;dev_integral;29/04/2022 09:55;complet;3;"[325Û;400Û]";"[20k;40k]";NO;FAUX;NO
1141;M;Private;Sports Car;12.0;NO;Highly Rural/ Rural;dev_integral;27/02/2022 08:10;complet;70;"[250Û;325Û]";[<20k];YES;VRAI;NO
1142;F;Commercial;Pickup;7.0;YES;Highly Rural/ Rural;dev_express;10/02/2022 16:53;complet;72;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
1143;F;Private;Pickup;22.0;YES;Highly Urban/ Urban;dev_integral;07/05/2022 12:19;complet;67;"[325Û;400Û]";[>100k];NO;FAUX;YES
1144;F;Commercial;Panel Truck;inconnu;NO;Highly Rural/ Rural;dev_integral;19/05/2022 09:28;complet;82;"[250Û;325Û]";"[80k;100k]";YES;VRAI;NO
1145;M;Private;Sports Car;7.0;YES;Highly Urban/ Urban;dev_express;24/03/2022 21:00;complet;69;"[250Û;325Û]";[<20k];YES;FAUX;NO
1146;M;Private;Minivan;21.0;YES;Highly Urban/ Urban;dev_express;18/01/2022 09:50;complet;51;"[250Û;325Û]";"[60k;80k]";NO;FAUX;YES
1147;M;Private;SUV;1.0;YES;Highly Urban/ Urban;dev_integral;14/03/2022 09:34;complet;77;"[250Û;325Û]";"[60k;80k]";YES;FAUX;NO
1148;F;Private;SUV;6.0;NO;Highly Rural/ Rural;dev_express;25/01/2022 07:45;complet;82;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
1149;F;Private;Minivan;7.0;NO;Highly Urban/ Urban;dev_premium;02/05/2022 07:04;complet;8;"[500Û;575Û]";"[40k;60k]";NO;FAUX;YES
1150;M;Commercial;Minivan;10.0;YES;Highly Urban/ Urban;dev_express;08/04/2022 04:34;complet;70;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
1151;M;Commercial;Pickup;9.0;YES;Highly Urban/ Urban;dev_express;17/05/2022 12:05;complet;62;"[250Û;325Û]";"[20k;40k]";YES;VRAI;NO
1152;M;Commercial;Panel Truck;20.0;YES;Highly Urban/ Urban;dev_integral;20/02/2022 04:37;complet;66;"[325Û;400Û]";[>100k];NO;FAUX;YES
1153;M;Private;SUV;8.0;YES;Highly Rural/ Rural;dev_integral;03/01/2022 02:02;complet;84;"[325Û;400Û]";"[20k;40k]";NO;FAUX;NO
1154;F;Private;Minivan;20.0;YES;Highly Urban/ Urban;dev_express;27/05/2022 05:18;complet;63;"[250Û;325Û]";[>100k];NO;FAUX;YES
1155;M;Private;Minivan;1.0;YES;Highly Rural/ Rural;dev_express;22/05/2022 15:08;complet;11;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
1156;F;Private;Minivan;1.0;YES;Highly Urban/ Urban;dev_integral;23/01/2022 01:08;complet;63;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
1157;F;Commercial;Van;4.0;YES;Highly Urban/ Urban;dev_premium;19/01/2022 20:37;complet;72;"[400Û;500Û]";"[80k;100k]";NO;FAUX;NO
1158;M;Private;Minivan;1.0;NO;Highly Rural/ Rural;dev_integral;08/05/2022 18:08;complet;90;"[250Û;325Û]";"[40k;60k]";NO;VRAI;NO
